,tags,body
365,macos,"Final update:
I had forgotten to run the initdb command.

By running this command
ps auxwww | grep postgres

I see that postgres is not running
&gt; ps auxwww | grep postgres
remcat          1789   0.0  0.0  2434892    480 s000  R+   11:28PM   0:00.00 grep postgres

This raises the question:
How do I start the PostgreSQL server?
Update:
&gt; pg_ctl -D /usr/local/var/postgres -l /usr/local/var/postgres/server.log start
server starting
sh: /usr/local/var/postgres/server.log: No such file or directory

Update 2:
The touch was not successful, so I did this instead:
&gt; mkdir /usr/local/var/postgres
&gt; vi /usr/local/var/postgres/server.log
&gt; ls /usr/local/var/postgres/
server.log

But when I try to start the Ruby on Rails server, I still see this:

Is the server running on host &quot;localhost&quot; and accepting
TCP/IP connections on port 5432?

Update 3:
&gt; pg_ctl -D /usr/local/var/postgres status
pg_ctl: no server running

Update 4:
I found that there wasn't any pg_hba.conf file (only file pg_hba.conf.sample), so I modified the sample and renamed it (to remover the .sample). Here are the contents:
 # IPv4 local connections:
 host    all             all             127.0.0.1/32           trust
 # IPv6 local connections:
 host    all             all             ::1/128                trust

But I don't understand this:
&gt; pg_ctl -D /usr/local/var/postgres -l /usr/local/var/postgres/server.log start
server starting
&gt; pg_ctl -D /usr/local/var/postgres status
pg_ctl: no server running

Also:
sudo find / -name postgresql.conf
find: /dev/fd/3: Not a directory
find: /dev/fd/4: Not a directory

Update 5:
sudo pg_ctl -D /usr/local/var/postgres -l /usr/local/var/postgres/server.log start
Password:
pg_ctl: cannot be run as root
Please log in (using, e.g., &quot;su&quot;) as the (unprivileged) user that will own the server process.

Update 6:
This seems odd:
&gt; egrep 'listen|port' /usr/local/var/postgres/postgresql.conf
egrep: /usr/local/var/postgres/postgresql.conf: No such file or directory

Though, I did do this:
&gt;sudo find / -name &quot;*postgresql.conf*&quot;
find: /dev/fd/3: Not a directory
find: /dev/fd/4: Not a directory
/usr/local/Cellar/postgresql/9.0.4/share/postgresql/postgresql.conf.sample
/usr/share/postgresql/postgresql.conf.sample

So I did this:
egrep 'listen|port' /usr/local/Cellar/postgresql/9.0.4/share/postgresql/postgresql.conf.sample
#listen_addresses = 'localhost'        # what IP address(es) to listen on;
#port = 5432                # (change requires restart)
                # supported by the operating system:
                #   %r = remote host and port

So I tried this:
&gt; cp /usr/local/Cellar/postgresql/9.0.4/share/postgresql/postgresql.conf.sample /usr/local/Cellar/postgresql/9.0.4/share/postgresql/postgresql.conf
&gt; cp /usr/share/postgresql/postgresql.conf.sample /usr/share/postgresql/postgresql.conf

I am still getting the same &quot;Is the server running?&quot; message.
"
366,ruby,"I am having a hard time understanding attr_accessor in Ruby.
Can someone explain this to me?
"
367,javascript,"How can I convert a JavaScript object into a string?

Example:

var o = {a:1, b:2}
console.log(o)
console.log('Item: ' + o)


Output:


  Object { a=1, b=2} // very nice readable output :)
  Item: [object Object] // no idea what's inside :(

"
368,c#,"How can brackets be escaped in using string.Format?
For example:
String val = &quot;1,2,3&quot;
String.Format(&quot; foo {{0}}&quot;, val);

This example doesn't throw an exception, but it outputs the string foo {0}.
Is there a way to escape the brackets?
"
369,javascript,"I quite often see JavaScript with variables that start with a dollar sign. When/why would you choose to prefix a variable in this way?

(I'm not asking about $('p.foo') syntax that you see in jQuery and others, but normal variables like $name and $order)
"
370,c#,"Is there a way to deserialize JSON content into a C# dynamic type? It would be nice to skip creating a bunch of classes in order to use the DataContractJsonSerializer.
"
371,node.js,"I've set up Node.js and Nginx on my server. Now I want to use it, but, before I start there are 2 questions:


How should they work together? How should I handle the requests?
There are 2 concepts for a Node.js server, which one is better:   

a. Create a separate HTTP server for each website that needs it. Then load all JavaScript code at the start of the program, so the code is interpreted once.

b. Create one single Node.js server which handles all Node.js requests. This reads the requested files and evals their contents. So the files are interpreted on each request, but the server logic is much simpler.


It's not clear for me how to use Node.js correctly.
"
372,python,"How to make a Python class serializable?  

A simple class:

class FileItem:
    def __init__(self, fname):
        self.fname = fname


What should I do to be able to get output of:

&gt;&gt;&gt; import json

&gt;&gt;&gt; my_file = FileItem('/foo/bar')
&gt;&gt;&gt; json.dumps(my_file)
TypeError: Object of type 'FileItem' is not JSON serializable


Without the error
"
373,java,"In Java, what is the difference between these:

Object o1 = ....
o1.getClass().getSimpleName();
o1.getClass().getName();
o1.getClass().getCanonicalName();


I have checked the Javadoc multiple times and yet this never explains it well.
I also ran a test and that didn't reflect any real meaning behind the way these methods are called.
"
374,javascript,"I'm seeing error messages about a file, min.map, being not found:

GET jQuery's jquery-1.10.2.min.map is triggering a 404 (Not Found)


Screenshot

Where is this coming from?
"
375,python,"I have seen a few different styles of writing docstrings in Python, what are the most popular styles?
"
376,git,"I know how to provide a username and password to an HTTPS request like this:

git clone https://username:password@remote


But I'd like to know how to provide a username and password to the remote like this:

git clone git@remote.git


I've tried like this:

git clone username:password@git@remote.git
git clone git@username:password@remote.git
git clone git@remote.git@username:password


But they haven't worked.
"
377,java,"How to mock methods with void return type? 

I implemented an observer pattern but I can't mock it with Mockito because I don't know how.

And I tried to find an example on the Internet but didn't succeed.

My class looks like this:

public class World {

    List&lt;Listener&gt; listeners;

    void addListener(Listener item) {
        listeners.add(item);
    }

    void doAction(Action goal,Object obj) {
        setState(""i received"");
        goal.doAction(obj);
        setState(""i finished"");
    }

    private string state;
    //setter getter state
} 

public class WorldTest implements Listener {

    @Test public void word{
    World  w= mock(World.class);
    w.addListener(this);
    ...
    ...

    }
}

interface Listener {
    void doAction();
}


The system is not triggered with mock.

I want to show the above-mentioned system state. And make assertions according to them.
"
378,javascript,"

The scripts portion of my package.json currently looks like this:

""scripts"": {
    ""start"": ""node ./script.js server""
}


...which means I can run npm start to start the server. So far so good.

However, I would like to be able to run something like npm start 8080 and have the argument(s) passed to script.js (e.g. npm start 8080 => node ./script.js server 8080). Is this possible?
"
379,c,"Why does the C preprocessor in GCC interpret the word linux (small letters) as the constant 1?

test.c:

#include &lt;stdio.h&gt;
int main(void)
{       
    int linux = 5;
    return 0;
}


Result of $ gcc -E test.c (stop after the preprocessing stage):

....
int main(void)
{
    int 1 = 5;
    return 0;
}


Which of course yields an error.

(BTW: There is no #define linux in the stdio.h file.)
"
380,c#,"What's the best way to convert a string to an enumeration value in C#?
I have an HTML select tag containing the values of an enumeration. When the page is posted, I want to pick up the value (which will be in the form of a string) and convert it to the corresponding enumeration value.
In an ideal world, I could do something like this:
StatusEnum MyStatus = StatusEnum.Parse(&quot;Active&quot;);

but that isn't a valid code.
"
